title	filepath	directory	class_name	class_idx	global_label
Soissons Cathedral - Choir Clerestory & Vaults	imagenet_images_flickr/n04523525/2685310299.jpg	n04523525	vault	990	227
Heidi Laptop II	imagenet_images_flickr/n03642806/51438725.jpg	n03642806	laptop	228	82
Squirrel Mittens	imagenet_images_flickr/n03775071/2787461857.jpg	n03775071	mitten	871	62
Vomiting Sculpture Fountain	imagenet_images_flickr/n03388043/1315837080.jpg	n03388043	fountain	712	128
...	imagenet_images_flickr/n02108089/490909685.jpg	n02108089	boxer	130	240
today an old couple in a red SUV deliberately rammed the back of Scott's bike	imagenet_images_flickr/n12998815/2877527259.jpg	n12998815	agaric	913	106
Ostrich (IMG_3258)	imagenet_images_flickr/n01518878/2168428906.jpg	n01518878	ostrich	385	23
Black capped chickadee	imagenet_images_flickr/n01592084/2683291492.jpg	n01592084	chickadee	395	8
Barrel	imagenet_images_flickr/n03710193/315144385.jpg	n03710193	mailbox	917	121
Kennedy Easy	imagenet_images_flickr/n01882714/2156229155.jpg	n01882714	koala	213	187
wheelbarrow422	imagenet_images_flickr/n02797295/263186920.jpg	n02797295	barrow	258	162
Bee on a Gaura Flower	imagenet_images_flickr/n02206856/2171153015.jpg	n02206856	bee	630	204
123-2340_IMG	imagenet_images_flickr/n01871265/231071485.jpg	n01871265	tusker	214	142
Panthera tigris	imagenet_images_flickr/n02129604/124784740.jpg	n02129604	tiger	76	139
Baseball Game	imagenet_images_flickr/n09835506/2384789958.jpg	n09835506	ballplayer	954	147
Triceratops	imagenet_images_flickr/n01704323/2119536360.jpg	n01704323	triceratops	474	146
oranges	imagenet_images_flickr/n07747607/370311551.jpg	n07747607	orange	319	96
Zesty Chicken Burritos	imagenet_images_flickr/n07880968/4006031839.jpg	n07880968	burrito	900	55
Pompita!	imagenet_images_flickr/n09229709/2993612510.jpg	n09229709	bubble	992	52
il fieno....	imagenet_images_flickr/n07802026/2665381792.jpg	n07802026	hay	816	88
Rotoli di fieno e il guardiano fido	imagenet_images_flickr/n07802026/2754555882.jpg	n07802026	hay	816	88
Man Cat	imagenet_images_flickr/n02123045/2223705893.jpg	n02123045	tabby	174	73
IMG_1419.JPG	imagenet_images_flickr/n01882714/1319045716.jpg	n01882714	koala	213	187
Rosie	imagenet_images_flickr/n01774750/68510547.jpg	n01774750	tarantula	608	184
Sounding the conch shell.	imagenet_images_flickr/n01943899/2888659303.jpg	n01943899	conch	652	117
Marimba	imagenet_images_flickr/n03721384/1884025087.jpg	n03721384	marimba	339	196
sock hop socks	imagenet_images_flickr/n04254777/2414553820.jpg	n04254777	sock	986	15
Its just an angry Spider	imagenet_images_flickr/n01774750/434943810.jpg	n01774750	tarantula	608	184
Gambel's Quail (female)	imagenet_images_flickr/n01806567/91665649.jpg	n01806567	quail	406	78
A Pair Of Otters	imagenet_images_flickr/n02444819/222851915.jpg	n02444819	otter	212	7
2008OCT231532	imagenet_images_flickr/n07718472/2965537381.jpg	n07718472	cucumber	743	14
fresh figs	imagenet_images_flickr/n07753113/1133973049.jpg	n07753113	fig	321	9
Balle di fieno	imagenet_images_flickr/n07802026/4167084449.jpg	n07802026	hay	816	88
washa washa washa	imagenet_images_flickr/n07715103/3221205573.jpg	n07715103	cauliflower	738	20
賽薇亞目不轉睛的看圍裙上的照片	imagenet_images_flickr/n02730930/3373936948.jpg	n02730930	apron	845	70
Free fall lifeboat	imagenet_images_flickr/n03662601/2541917080.jpg	n03662601	lifeboat	238	210
Lakeside Festival Bühne	imagenet_images_flickr/n04296562/3798077956.jpg	n04296562	stage	804	123
Colobus	imagenet_images_flickr/n02488702/158764903.jpg	n02488702	colobus	54	234
Pale rooster	imagenet_images_flickr/n01514668/2956843608.jpg	n01514668	cock	383	61
Camoflague	imagenet_images_flickr/n02129604/389979913.jpg	n02129604	tiger	76	139
Jackfruits in Jackson Heights (i)	imagenet_images_flickr/n07754684/25090590.jpg	n07754684	jackfruit	324	131
30 - Jetta - odometer lit	imagenet_images_flickr/n03841143/247935314.jpg	n03841143	odometer	520	110
landrover 2a	imagenet_images_flickr/n03594945/475931924.jpg	n03594945	jeep	269	205
Lion Fish	imagenet_images_flickr/n02643566/413845546.jpg	n02643566	lionfish	454	68
Nan-Men-Hot-Pot-Beijing-China-Menu-7	imagenet_images_flickr/n07565083/3884801945.jpg	n07565083	menu	803	103
Avocado Birthday Socks	imagenet_images_flickr/n04254777/448616325.jpg	n04254777	sock	986	15
Set: Klosterpark (Dalheim)  im fast Herbstgewand und Käsemarkt	imagenet_images_flickr/n12620546/2836611665.jpg	n12620546	hip	328	35
babyquail	imagenet_images_flickr/n01806567/2651678976.jpg	n01806567	quail	406	78
Wild figs	imagenet_images_flickr/n07753113/234359383.jpg	n07753113	fig	321	9
kip pikant, broccoli met kaassaus en friet	imagenet_images_flickr/n07714990/2417964.jpg	n07714990	broccoli	737	45
brocca	imagenet_images_flickr/n03950228/4002213148.jpg	n03950228	pitcher	983	186
Lying cheetah	imagenet_images_flickr/n02130308/494698660.jpg	n02130308	cheetah	206	124
Rock Ptarmigan	imagenet_images_flickr/n01796340/2498994342.jpg	n01796340	ptarmigan	402	170
remember	imagenet_images_flickr/n02992211/2325460117.jpg	n02992211	cello	342	38
Deegweef @ The Greenhouse	imagenet_images_flickr/n03457902/2620091199.jpg	n03457902	greenhouse	684	77
Dignity	imagenet_images_flickr/n02480495/2231895779.jpg	n02480495	orangutan	83	145
Looking from the trail to the coast	imagenet_images_flickr/n09428293/1397881611.jpg	n09428293	seashore	367	63
"Vintage ""Depression"" Apron"	imagenet_images_flickr/n02730930/3152247469.jpg	n02730930	apron	845	70
The Common Langur / Grey Langur	imagenet_images_flickr/n02488291/2033164090.jpg	n02488291	langur	203	221
Dishcloth Close	imagenet_images_flickr/n03207743/1281934666.jpg	n03207743	dishrag	821	56
flamingo	imagenet_images_flickr/n02007558/50488487.jpg	n02007558	flamingo	425	59
Swarovski Winged Necklace Steampunk	imagenet_images_flickr/n03814906/4321133809.jpg	n03814906	necklace	755	83
Cheetah with prey	imagenet_images_flickr/n02130308/418021408.jpg	n02130308	cheetah	206	124
Vito the border collie	imagenet_images_flickr/n02106030/1258983835.jpg	n02106030	collie	124	84
Two Lionfish	imagenet_images_flickr/n02643566/2877832779.jpg	n02643566	lionfish	454	68
First Spindle Project	imagenet_images_flickr/n04277352/3219787847.jpg	n04277352	spindle	775	26
chimpanzee 2	imagenet_images_flickr/n02481823/1107462550.jpg	n02481823	chimpanzee	96	226
Trilobites	imagenet_images_flickr/n01768244/2563377862.jpg	n01768244	trilobite	601	232
LM-2008 tram	imagenet_images_flickr/n04335435/2601333468.jpg	n04335435	streetcar	287	48
Port Edgar Breakwater	imagenet_images_flickr/n02894605/330997564.jpg	n02894605	breakwater	719	224
Changbai Hiding From Kira	imagenet_images_flickr/n02129604/1393584201.jpg	n02129604	tiger	76	139
Liam on his XO Laptop	imagenet_images_flickr/n03642806/2307848586.jpg	n03642806	laptop	228	82
Tequila's pups 3 wks	imagenet_images_flickr/n02100583/1699831806.jpg	n02100583	vizsla	90	64
pissed-off lorikeet	imagenet_images_flickr/n01820546/183285355.jpg	n01820546	lorikeet	411	58
Boats docked in Coal Harbour	imagenet_images_flickr/n03216828/2102123091.jpg	n03216828	dock	715	161
Cicadas Mating	imagenet_images_flickr/n02256656/558383558.jpg	n02256656	cicada	636	189
"Green Lacewing ""Neuroptera: Chrysopidae"""	imagenet_images_flickr/n02264363/2427649040.jpg	n02264363	lacewing	638	4
Silly Socks	imagenet_images_flickr/n04254777/2585771788.jpg	n04254777	sock	986	15
Amur Leopard (Panthera pardus orientalis)	imagenet_images_flickr/n02128385/44114599.jpg	n02128385	leopard	85	212
genesis center culinary cookoff 3-26-08 064	imagenet_images_flickr/n07579787/2505856839.jpg	n07579787	plate	754	3
Volcano Erupting	imagenet_images_flickr/n09472597/326086995.jpg	n09472597	volcano	362	248
Cock & Hen	imagenet_images_flickr/n01514668/297634874.jpg	n01514668	cock	383	61
bison in water	imagenet_images_flickr/n02410509/513488750.jpg	n02410509	bison	165	2
Labyrinth	imagenet_images_flickr/n03733281/3181683786.jpg	n03733281	maze	922	211
Hotdog	imagenet_images_flickr/n07697537/2596091520.jpg	n07697537	hotdog	885	25
Gambels Quail	imagenet_images_flickr/n01806567/2682715497.jpg	n01806567	quail	406	78
Storefront`s Padlock NYC	imagenet_images_flickr/n03874599/876645292.jpg	n03874599	padlock	584	94
Meerkat portrait	imagenet_images_flickr/n02138441/13433818.jpg	n02138441	meerkat	35	24
Pink pelicans	imagenet_images_flickr/n02051845/3002331089.jpg	n02051845	pelican	439	109
Guacamole At Pancho's	imagenet_images_flickr/n07583066/2338348010.jpg	n07583066	guacamole	813	236
Oystercatcher - Haematopus ostralegus - Tjaldur	imagenet_images_flickr/n02037110/313860672.jpg	n02037110	oystercatcher	437	111
Birdhouses in front of Mission Point	imagenet_images_flickr/n02843684/769418353.jpg	n02843684	birdhouse	839	57
Hill and zebras	imagenet_images_flickr/n02391049/503683084.jpg	n02391049	zebra	80	66
Palm-nut Vulture (Gypohierax angolensis)	imagenet_images_flickr/n01616318/432256327.jpg	n01616318	vulture	399	167
madder ribbed socks	imagenet_images_flickr/n04254777/2864218078.jpg	n04254777	sock	986	15
stingrays want lunch	imagenet_images_flickr/n01498041/2210045624.jpg	n01498041	stingray	446	173
The Adorable Ella Loves Her Cuddles! (Ella is the Koala)	imagenet_images_flickr/n01882714/1352178425.jpg	n01882714	koala	213	187
flamingos	imagenet_images_flickr/n02007558/2497774525.jpg	n02007558	flamingo	425	59
Oystercatcher	imagenet_images_flickr/n02037110/2477641339.jpg	n02037110	oystercatcher	437	111
Detail of necklace	imagenet_images_flickr/n03814906/3637436542.jpg	n03814906	necklace	755	83
Flight Ready	imagenet_images_flickr/n01580077/293477225.jpg	n01580077	jay	393	12
Peek-a-boo	imagenet_images_flickr/n01872401/667300008.jpg	n01872401	echidna	215	19
Jack Stops Traffic	imagenet_images_flickr/n04509417/106163229.jpg	n04509417	unicycle	292	193
Goldfinch	imagenet_images_flickr/n01531178/2561570551.jpg	n01531178	goldfinch	387	95
Arwena	imagenet_images_flickr/n02110063/1268182198.jpg	n02110063	malamute	15	118
ball	imagenet_images_flickr/n02105162/430636213.jpg	n02105162	malinois	51	41
Grasshopper	imagenet_images_flickr/n02226429/1095809312.jpg	n02226429	grasshopper	631	37
TRILOBITES	imagenet_images_flickr/n01768244/2286963503.jpg	n01768244	trilobite	601	232
Ladybug, ladybug	imagenet_images_flickr/n02165456/152205299.jpg	n02165456	ladybug	622	244
Hen away!	imagenet_images_flickr/n01514859/488702321.jpg	n01514859	hen	384	31
09_08_58---Fruit-Pineapple_web	imagenet_images_flickr/n07753275/2573870537.jpg	n07753275	pineapple	322	220
Shwezigon Stupa, Bagan	imagenet_images_flickr/n04346328/3236063050.jpg	n04346328	stupa	692	113
dishcloth - reindeer - checkered 003	imagenet_images_flickr/n03207743/3234581805.jpg	n03207743	dishrag	821	56
Practising	imagenet_images_flickr/n03733131/539550442.jpg	n03733131	maypole	598	182
FIS Ski Freestyle World Cup	imagenet_images_flickr/n04228054/2304341699.jpg	n04228054	ski	590	195
rosehip	imagenet_images_flickr/n12620546/385972499.jpg	n12620546	hip	328	35
Pasta Trio	imagenet_images_flickr/n07579787/2400202615.jpg	n07579787	plate	754	3
Ant on the table	imagenet_images_flickr/n02219486/854534770.jpg	n02219486	ant	224	137
Bagnell Dam - Lake of The Ozarks	imagenet_images_flickr/n03160309/2429848414.jpg	n03160309	dam	720	159
Bodanath stupa, Kathmandu	imagenet_images_flickr/n04346328/2636673687.jpg	n04346328	stupa	692	113
carousel ride 7	imagenet_images_flickr/n02966193/1098592064.jpg	n02966193	carousel	568	178
cliff & sea	imagenet_images_flickr/n09246464/771352090.jpg	n09246464	cliff	359	246
Home Made Trifle	imagenet_images_flickr/n07613480/3056471482.jpg	n07613480	trifle	793	104
Slug	imagenet_images_flickr/n01945685/3491229659.jpg	n01945685	slug	654	10
Golden Gate Bridge from Marin Headlands	imagenet_images_flickr/n09399592/2410727113.jpg	n09399592	promontory	363	188
Fleeting Time Steampunk Necklace	imagenet_images_flickr/n03814906/3059997406.jpg	n03814906	necklace	755	83
meerkat	imagenet_images_flickr/n02138441/351005158.jpg	n02138441	meerkat	35	24
Lionfish!	imagenet_images_flickr/n02643566/45941722.jpg	n02643566	lionfish	454	68
O! socks	imagenet_images_flickr/n04254777/2867185646.jpg	n04254777	sock	986	15
Turkey - Eels RSCN0019	imagenet_images_flickr/n02526121/1322571710.jpg	n02526121	eel	451	152
119-1960_IMG	imagenet_images_flickr/n02128385/230934875.jpg	n02128385	leopard	85	212
Dishwasher Oopsie II	imagenet_images_flickr/n03207941/2899833811.jpg	n03207941	dishwasher	667	237
Anstice	imagenet_images_flickr/n01774750/2068277993.jpg	n01774750	tarantula	608	184
IMG_1135_Chrisbayareaburger	imagenet_images_flickr/n07697313/3405563475.jpg	n07697313	cheeseburger	993	225
Red = Poisonous	imagenet_images_flickr/n12998815/3315267521.jpg	n12998815	agaric	913	106
Tiger	imagenet_images_flickr/n02123045/2089438370.jpg	n02123045	tabby	174	73
pygmy marmoset 1	imagenet_images_flickr/n02490219/318135821.jpg	n02490219	marmoset	175	44
Goldfinch With Red Leaves	imagenet_images_flickr/n01531178/565011145.jpg	n01531178	goldfinch	387	95
Six American Goldfinches	imagenet_images_flickr/n01531178/1067124272.jpg	n01531178	goldfinch	387	95
IMG_0351	imagenet_images_flickr/n03761084/88871146.jpg	n03761084	microwave	661	199
view from the choir	imagenet_images_flickr/n04523525/3182278377.jpg	n04523525	vault	990	227
Cheetah (Acinonyx jubatus)	imagenet_images_flickr/n02130308/231385251.jpg	n02130308	cheetah	206	124
Zilchovaspis sp.?	imagenet_images_flickr/n01768244/456942030.jpg	n01768244	trilobite	601	232
A dead cicada	imagenet_images_flickr/n02256656/800067670.jpg	n02256656	cicada	636	189
Copy of 119-1981_IMG	imagenet_images_flickr/n01871265/230959570.jpg	n01871265	tusker	214	142
PomPiecesBW	imagenet_images_flickr/n07768694/2041696156.jpg	n07768694	pomegranate	326	207
Land's End Labyrinth	imagenet_images_flickr/n03733281/107859063.jpg	n03733281	maze	922	211
Macaw Scritches	imagenet_images_flickr/n01818515/2783393521.jpg	n01818515	macaw	409	120
Vine on barn ladder	imagenet_images_flickr/n02793495/2285718115.jpg	n02793495	barn	683	100
Family:Micropezidae (Long-legged Fly)	imagenet_images_flickr/n02190166/3035289199.jpg	n02190166	fly	629	93
espresso	imagenet_images_flickr/n07920052/2284975450.jpg	n07920052	espresso	947	16
Wheelbarrow	imagenet_images_flickr/n02797295/159995843.jpg	n02797295	barrow	258	162
Ptarmigan	imagenet_images_flickr/n01796340/2396314194.jpg	n01796340	ptarmigan	402	170
22 03 09 (14) Neuroptera	imagenet_images_flickr/n02264363/3375578983.jpg	n02264363	lacewing	638	4
Hamadryas Baboons	imagenet_images_flickr/n02486410/62674931.jpg	n02486410	baboon	137	144
Blue Umbrella	imagenet_images_flickr/n04507155/50278187.jpg	n04507155	umbrella	220	54
Basil Doc's Pizza Pie	imagenet_images_flickr/n07873807/238591289.jpg	n07873807	pizza	948	245
Perna Vermelha	imagenet_images_flickr/n02028035/283636830.jpg	n02028035	redshank	435	53
"Derrick Barge ""Long Beach"" Port San Luis Breakwater (#2025)"	imagenet_images_flickr/n02894605/37546670.jpg	n02894605	breakwater	719	224
Grasshopper nymph, Sao Tome	imagenet_images_flickr/n02226429/275448332.jpg	n02226429	grasshopper	631	37
Oranges	imagenet_images_flickr/n07747607/161956272.jpg	n07747607	orange	319	96
Godwits  and  more (52)	imagenet_images_flickr/n02037110/2270898828.jpg	n02037110	oystercatcher	437	111
Grasshopper	imagenet_images_flickr/n02226429/1417378425.jpg	n02226429	grasshopper	631	37
Wallaby & its joey	imagenet_images_flickr/n01877812/1812249143.jpg	n01877812	wallaby	216	22
Magpie Jnr.....	imagenet_images_flickr/n01582220/2586672520.jpg	n01582220	magpie	394	222
fly	imagenet_images_flickr/n02190166/1496849252.jpg	n02190166	fly	629	93
Crayfish	imagenet_images_flickr/n01985128/1031615339.jpg	n01985128	crayfish	619	134
Wedding / Bruiloft	imagenet_images_flickr/n10148035/4334383589.jpg	n10148035	groom	848	150
Gerald Mandl (Mediengruppe Telekommander)	imagenet_images_flickr/n04296562/3672630541.jpg	n04296562	stage	804	123
jantung_pisang	imagenet_images_flickr/n07753592/96284048.jpg	n07753592	banana	323	215
Tom Petty	imagenet_images_flickr/n02346627/213516774.jpg	n02346627	porcupine	13	228
133 and 4907	imagenet_images_flickr/n04487081/2107750417.jpg	n04487081	trolleybus	882	11
Eel	imagenet_images_flickr/n02526121/2284813057.jpg	n02526121	eel	451	152
Zurich House	imagenet_images_flickr/n03220513/1260052623.jpg	n03220513	dome	897	67
Bird of Freedom Mittens	imagenet_images_flickr/n03775071/3269009839.jpg	n03775071	mitten	871	62
sour pus	imagenet_images_flickr/n07749582/428864147.jpg	n07749582	lemon	320	171
bananas for sale	imagenet_images_flickr/n07753592/439510854.jpg	n07753592	banana	323	215
Flamingo	imagenet_images_flickr/n02007558/460746930.jpg	n02007558	flamingo	425	59
Gown, hood and Mortarboards	imagenet_images_flickr/n03787032/2070395769.jpg	n03787032	mortarboard	854	43
rose-hips in Winter	imagenet_images_flickr/n12620546/2123576343.jpg	n12620546	hip	328	35
Tigers (148 of 148)	imagenet_images_flickr/n02129604/812882247.jpg	n02129604	tiger	76	139
mushrooms in the city	imagenet_images_flickr/n07734744/443156321.jpg	n07734744	mushroom	746	85
Monster Rosehip	imagenet_images_flickr/n12620546/219371551.jpg	n12620546	hip	328	35
SDC12006	imagenet_images_flickr/n02666196/4180019345.jpg	n02666196	abacus	547	80
Rascasse - Lionfish	imagenet_images_flickr/n02643566/159505847.jpg	n02643566	lionfish	454	68
Tucán	imagenet_images_flickr/n01843383/2882469837.jpg	n01843383	toucan	417	203
Dugan	imagenet_images_flickr/n02096177/1022661577.jpg	n02096177	cairn	91	149
Sublime Stitching Snail Bib	imagenet_images_flickr/n02834397/3533149271.jpg	n02834397	bib	941	165
Peacock at the Bronx Zoo	imagenet_images_flickr/n01806143/2382437813.jpg	n01806143	peacock	405	201
Heugh breakwater	imagenet_images_flickr/n02894605/586921958.jpg	n02894605	breakwater	719	224
P1050165	imagenet_images_flickr/n09428293/2512016851.jpg	n09428293	seashore	367	63
2007-08-11-12h32m43.IMG_4784e	imagenet_images_flickr/n02137549/1089657523.jpg	n02137549	mongoose	74	231
GQ goes to town	imagenet_images_flickr/n01985128/131175427.jpg	n01985128	crayfish	619	134
Chanticleer	imagenet_images_flickr/n01514668/2681054108.jpg	n01514668	cock	383	61
Movie Theatre in Odessa, Ukraine	imagenet_images_flickr/n03032252/3213367357.jpg	n03032252	cinema	695	107
Peggy's Cove lighthouse	imagenet_images_flickr/n02814860/17316020.jpg	n02814860	beacon	733	5
starfish	imagenet_images_flickr/n02317335/178648741.jpg	n02317335	starfish	225	163
黑色牛仔褲.$59.	imagenet_images_flickr/n03594734/3671510262.jpg	n03594734	jean	748	164
02.16.08 Mom and Binx - Sunglasses	imagenet_images_flickr/n04356056/2270423030.jpg	n04356056	sunglasses	535	60
Grua	imagenet_images_flickr/n03126707/3335823349.jpg	n03126707	crane	545	174
